reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_lag1
1131,2011-02-17 00:00:00,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,6
1132,2011-02-17 00:00:00,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,6
1133,2011-02-17 00:00:00,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,4
1134,2011-02-17 00:00:00,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,4
1135,2011-02-17 00:00:00,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,12
1136,2011-02-17 00:00:00,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,47
1137,2011-02-17 00:00:00,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,126
1138,2011-02-17 00:00:00,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,285
1139,2011-02-17 00:00:00,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,179
1140,2011-02-17 00:00:00,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,88
1141,2011-02-17 00:00:00,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,90
1142,2011-02-17 00:00:00,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,101
1143,2011-02-17 00:00:00,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,123
1144,2011-02-17 00:00:00,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,81
1145,2011-02-17 00:00:00,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,106
1146,2011-02-17 00:00:00,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,146
1147,2011-02-17 00:00:00,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,274
1148,2011-02-17 00:00:00,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,222
1149,2011-02-17 00:00:00,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,175
1150,2011-02-17 00:00:00,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,139
1151,2011-02-17 00:00:00,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,124
1152,2011-02-17 00:00:00,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,76
1153,2011-02-18 00:00:00,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,44
1154,2011-02-18 00:00:00,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,32
1155,2011-02-18 00:00:00,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,8
1156,2011-02-18 00:00:00,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,7
1157,2011-02-18 00:00:00,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,8
1158,2011-02-18 00:00:00,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,1
1159,2011-02-18 00:00:00,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,7
1160,2011-02-18 00:00:00,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,50
1161,2011-02-18 00:00:00,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,116
1162,2011-02-18 00:00:00,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,272
1163,2011-02-18 00:00:00,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,169
1164,2011-02-18 00:00:00,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,95
1165,2011-02-18 00:00:00,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,113
1166,2011-02-18 00:00:00,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,185
1167,2011-02-18 00:00:00,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,176
1168,2011-02-18 00:00:00,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,191
1169,2011-02-18 00:00:00,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,172
1170,2011-02-18 00:00:00,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,232
1171,2011-02-18 00:00:00,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,327
1172,2011-02-18 00:00:00,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,224
1173,2011-02-18 00:00:00,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,162
1174,2011-02-18 00:00:00,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,124
1175,2011-02-18 00:00:00,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,72
1176,2011-02-18 00:00:00,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,107
1177,2011-02-19 00:00:00,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,77
1178,2011-02-19 00:00:00,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,29
1179,2011-02-19 00:00:00,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,31
1180,2011-02-19 00:00:00,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,17
1181,2011-02-19 00:00:00,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,7
1182,2011-02-19 00:00:00,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,3
1183,2011-02-19 00:00:00,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,3
1184,2011-02-19 00:00:00,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,6
1185,2011-02-19 00:00:00,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,22
1186,2011-02-19 00:00:00,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,45
1187,2011-02-19 00:00:00,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,55
1188,2011-02-19 00:00:00,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,106
1189,2011-02-19 00:00:00,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,123
1190,2011-02-19 00:00:00,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,119
1191,2011-02-19 00:00:00,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,155
1192,2011-02-19 00:00:00,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,196
1193,2011-02-19 00:00:00,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,171
1194,2011-02-19 00:00:00,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,120
1195,2011-02-19 00:00:00,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,127
1196,2011-02-19 00:00:00,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,88
1197,2011-02-19 00:00:00,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,59
1198,2011-02-19 00:00:00,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,47
1199,2011-02-19 00:00:00,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,33
1200,2011-02-19 00:00:00,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,44
1201,2011-02-20 00:00:00,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,29
1202,2011-02-20 00:00:00,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,17
1203,2011-02-20 00:00:00,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,16
1204,2011-02-20 00:00:00,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,17
1205,2011-02-20 00:00:00,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,18
1206,2011-02-20 00:00:00,1,0,2,5,0,0,0,2,0.4969,0.4757,0.6272,0.19,35,153,188,1
1207,2011-02-20 00:00:00,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,188
1208,2011-02-20 00:00:00,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,2
1209,2011-02-20 00:00:00,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,2
1210,2011-02-20 00:00:00,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,24
1211,2011-02-20 00:00:00,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,55
1212,2011-02-20 00:00:00,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,104
1213,2011-02-20 00:00:00,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,161
1214,2011-02-20 00:00:00,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0.0,76,122,198,182
1215,2011-02-20 00:00:00,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,198
1216,2011-02-20 00:00:00,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,212
1217,2011-02-20 00:00:00,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,168
1218,2011-02-20 00:00:00,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,147
1219,2011-02-20 00:00:00,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,146
1220,2011-02-20 00:00:00,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,101
1221,2011-02-20 00:00:00,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0.0,12,30,42,42
1222,2011-02-20 00:00:00,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0.0,17,39,56,42
1223,2011-02-20 00:00:00,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,56
1224,2011-02-20 00:00:00,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,47
1225,2011-02-21 00:00:00,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,54
1226,2011-02-21 00:00:00,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,37
1227,2011-02-21 00:00:00,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,13
1228,2011-02-21 00:00:00,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,4
1229,2011-02-21 00:00:00,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,5
1230,2011-02-21 00:00:00,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0.0,1,2,3,1
1231,2011-02-21 00:00:00,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,3
1232,2011-02-21 00:00:00,1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,8
1233,2011-02-21 00:00:00,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,19
1234,2011-02-21 00:00:00,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,63
1235,2011-02-21 00:00:00,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,57
1236,2011-02-21 00:00:00,1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,81
1237,2011-02-21 00:00:00,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,90
1238,2011-02-21 00:00:00,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,93
1239,2011-02-21 00:00:00,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,103
1240,2011-02-21 00:00:00,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,116
1241,2011-02-21 00:00:00,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,87
1242,2011-02-21 00:00:00,1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,56
1243,2011-02-21 00:00:00,1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,80
1244,2011-02-21 00:00:00,1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,66
1245,2011-02-21 00:00:00,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,49
1246,2011-02-21 00:00:00,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,29
1247,2011-02-21 00:00:00,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,34
1248,2011-02-21 00:00:00,1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,11
1249,2011-02-22 00:00:00,1,0,2,0,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,2
1250,2011-02-22 00:00:00,1,0,2,1,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
1251,2011-02-22 00:00:00,1,0,2,2,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
1252,2011-02-22 00:00:00,1,0,2,3,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
1253,2011-02-22 00:00:00,1,0,2,4,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
1254,2011-02-22 00:00:00,1,0,2,5,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
1255,2011-02-22 00:00:00,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,188
1256,2011-02-22 00:00:00,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,7
1257,2011-02-22 00:00:00,1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,40
1258,2011-02-22 00:00:00,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,114
1259,2011-02-22 00:00:00,1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0.0,0,44,44,106
1260,2011-02-22 00:00:00,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,7,43,50,44
1261,2011-02-22 00:00:00,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,50
1262,2011-02-22 00:00:00,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,55
1263,2011-02-22 00:00:00,1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,55
1264,2011-02-22 00:00:00,1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,58
1265,2011-02-22 00:00:00,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,69
1266,2011-02-22 00:00:00,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,86
1267,2011-02-22 00:00:00,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,196
1268,2011-02-22 00:00:00,1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,167
1269,2011-02-22 00:00:00,1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,118
1270,2011-02-22 00:00:00,1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,105
1271,2011-02-22 00:00:00,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,82
1272,2011-02-22 00:00:00,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,77
1273,2011-02-23 00:00:00,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,21
1274,2011-02-23 00:00:00,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,6
1275,2011-02-23 00:00:00,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,4
1276,2011-02-23 00:00:00,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,1
1277,2011-02-23 00:00:00,1,0,2,4,0,3,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,2
1278,2011-02-23 00:00:00,1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,188
1279,2011-02-23 00:00:00,1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,8
1280,2011-02-23 00:00:00,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,36
1281,2011-02-23 00:00:00,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,96
1282,2011-02-23 00:00:00,1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,235
1283,2011-02-23 00:00:00,1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0.0,4,47,51,139
1284,2011-02-23 00:00:00,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,51
1285,2011-02-23 00:00:00,1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,69
1286,2011-02-23 00:00:00,1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,67
1287,2011-02-23 00:00:00,1,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,87
1288,2011-02-23 00:00:00,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,78
1289,2011-02-23 00:00:00,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0.0,15,79,94,72
1290,2011-02-23 00:00:00,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,94
1291,2011-02-23 00:00:00,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,222
1292,2011-02-23 00:00:00,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0.0,6,135,141,209
1293,2011-02-23 00:00:00,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,141
1294,2011-02-23 00:00:00,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0,2,89,91,109
1295,2011-02-23 00:00:00,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0.0,1,60,61,91
1296,2011-02-23 00:00:00,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,61
1297,2011-02-24 00:00:00,1,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,39
1298,2011-02-24 00:00:00,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,11
1299,2011-02-24 00:00:00,1,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,7
1300,2011-02-24 00:00:00,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,4
1301,2011-02-24 00:00:00,1,0,2,4,0,4,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,2
1302,2011-02-24 00:00:00,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,188
1303,2011-02-24 00:00:00,1,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,4
1304,2011-02-24 00:00:00,1,0,2,7,0,4,1,1,0.2,0.197,0.72,0.194,0,104,104,58
1305,2011-02-24 00:00:00,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,104
1306,2011-02-24 00:00:00,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,252
1307,2011-02-24 00:00:00,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,137
1308,2011-02-24 00:00:00,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,57
1309,2011-02-24 00:00:00,1,0,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,79
1310,2011-02-24 00:00:00,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,95
1311,2011-02-24 00:00:00,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,88
1312,2011-02-24 00:00:00,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,69
1313,2011-02-24 00:00:00,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,63
1314,2011-02-24 00:00:00,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,71
1315,2011-02-24 00:00:00,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,177
1316,2011-02-24 00:00:00,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,137
1317,2011-02-24 00:00:00,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,115
1318,2011-02-24 00:00:00,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,89
1319,2011-02-24 00:00:00,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,83
1320,2011-02-24 00:00:00,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,55
1321,2011-02-25 00:00:00,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8,9,50
1322,2011-02-25 00:00:00,1,0,2,1,0,5,1,2,0.32,0.3485,1.0,0.0,1,9,10,9
1323,2011-02-25 00:00:00,1,0,2,2,0,5,1,2,0.32,0.3485,1.0,0.0,0,3,3,10
1324,2011-02-25 00:00:00,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,3
1325,2011-02-25 00:00:00,1,0,2,4,0,5,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,2
1326,2011-02-25 00:00:00,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,188
1327,2011-02-25 00:00:00,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,6
1328,2011-02-25 00:00:00,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34,35,11
1329,2011-02-25 00:00:00,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,35
1330,2011-02-25 00:00:00,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,73
1331,2011-02-25 00:00:00,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,114
1332,2011-02-25 00:00:00,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,49
1333,2011-02-25 00:00:00,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,59
1334,2011-02-25 00:00:00,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,115
1335,2011-02-25 00:00:00,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,83
1336,2011-02-25 00:00:00,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,85
1337,2011-02-25 00:00:00,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,55
1338,2011-02-25 00:00:00,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,102
1339,2011-02-25 00:00:00,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,189
1340,2011-02-25 00:00:00,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,157
1341,2011-02-25 00:00:00,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,90
1342,2011-02-25 00:00:00,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,62
1343,2011-02-25 00:00:00,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,63
1344,2011-02-25 00:00:00,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,50
1345,2011-02-26 00:00:00,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,39
1346,2011-02-26 00:00:00,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,28
1347,2011-02-26 00:00:00,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,27
1348,2011-02-26 00:00:00,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,12
1349,2011-02-26 00:00:00,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,8
1350,2011-02-26 00:00:00,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,2
1351,2011-02-26 00:00:00,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0.0,1,6,7,10
1352,2011-02-26 00:00:00,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,7
1353,2011-02-26 00:00:00,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0.0,2,55,57,22
1354,2011-02-26 00:00:00,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,57
1355,2011-02-26 00:00:00,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,74
1356,2011-02-26 00:00:00,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126,85
1357,2011-02-26 00:00:00,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,126
1358,2011-02-26 00:00:00,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,160
1359,2011-02-26 00:00:00,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,174
1360,2011-02-26 00:00:00,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,211
1361,2011-02-26 00:00:00,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,165
1362,2011-02-26 00:00:00,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,171
1363,2011-02-26 00:00:00,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,183
1364,2011-02-26 00:00:00,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,137
1365,2011-02-26 00:00:00,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,94
1366,2011-02-26 00:00:00,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,68
1367,2011-02-26 00:00:00,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,68
1368,2011-02-26 00:00:00,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,46
1369,2011-02-27 00:00:00,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,34
1370,2011-02-27 00:00:00,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,34
1371,2011-02-27 00:00:00,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,37
